compound,target,El1_E8,El1_I8,El1_S6,El1_S5,El1_E2,El1_E5,El1_E6,El1_E7,El1_C5,El1_I11,El1_G1,El1_M7,El1_M10,El1_M11,El1_M3,El1_M4,El1_M1,El1_M2,El1_M5,El1_M6,El1_M8,El1_M9,El1_I10,El1_A5,El1_S15,El1_S1,El1_C2,El1_C1,El1_G2,El1_E10,El2_E8,El2_I8,El2_S6,El2_S5,El2_E2,El2_E5,El2_E6,El2_E7,El2_C5,El2_I11,El2_G1,El2_M7,El2_M10,El2_M11,El2_M3,El2_M4,El2_M1,El2_M2,El2_M5,El2_M6,El2_M8,El2_M9,El2_I10,El2_A5,El2_S15,El2_S1,El2_C2,El2_C1,El2_G2,El2_E10,El3_I8,El3_S6,El3_S5,El3_E2,El3_E5,El3_E6,El3_E7,El3_C5,El3_I11,El3_M7,El3_M10,El3_M11,El3_M3,El3_M4,El3_M1,El3_M2,El3_M5,El3_M6,El3_M8,El3_M9,El3_I10,El3_A5,El3_S15,El3_S1,El3_C2,El3_C1
Rb3ScBr6,1005,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3ScBr6,1030,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3InBr6,707,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3CeBr6,966,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3PrBr6,995,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3SmBr6,1022,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3GdBr6,1026,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3TbBr6,1047,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3DyBr6,1046,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3ErBr6,1059,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3YbBr6,1056,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3InBr6,717,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Tl3InBr6,613,3.9,46.1,1.53,2.29,1.8,589.3,1971,2877,182.2,64.26738,3,21,73,27,72,28,76,32,78,76,77,31,26.32,6,1.59,2.235,1733.0,577,3,1.12,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3CeBr6,1034,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3PrBr6,1014,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3PrBr6,1022,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3NdBr6,1043,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3SmBr6,1054,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3GdBr6,1077,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3TbBr6,1083,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3DyBr6,1063,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3DyBr6,1086,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3ErBr6,1095,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3TmBr6,1083,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,16.8,1.01,2.03,1.1,596.3,1163,2305,232.2,73.26,3,49,41,64,40,65,39,64,21,22,40,63,27.03,6,0.88,3.6,2223,1822,3,1.23,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3YbBr6,1098,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Tl3TbBr6,783,3.9,46.1,1.53,2.29,1.8,589.3,1971,2877,182.2,64.26738,3,21,73,27,72,28,76,32,78,76,77,31,26.32,6,1.59,2.235,1733.0,577,3,1.12,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Na3InI6,464,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3ScI6,829,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3YI6,878,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3InI6,443,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3PrI6,789,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3NdI6,804,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3SmI6,817,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3SmI6,838,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3GdI6,852,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3DyI6,855,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3HoI6,1053,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3ErI6,859,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3LuI6,913,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,16.4,0.99,1.94,1.15,523.5,1341,2054,427.6,50.98,3,53,45,60,44,61,43,60,20,20,44,59,26.86,6,0.861,3.37,3603,1950,3,1.24,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3ScI6,875,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Cs3ScI6,900,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3YI6,900,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3InI6,464,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3LaI6,864,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3CeI6,879,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3NdI6,905,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3HoI6,943,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Rb3LuI6,931,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,16.4,0.99,1.94,1.15,523.5,1341,2054,427.6,50.98,3,53,45,60,44,61,43,60,20,20,44,59,26.86,6,0.861,3.37,3603,1950,3,1.24,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Cs3YI6,978,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Ag3BiI6,696,4.35,429.0,1.3,2.9,1.93,731.0,2074,3361,284.6,42.56,11,15,68,36,67,37,67,37,71,71,68,36,25.4,5,1.28,2.375,2483.0,1234,11,1.36,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
